Start Date,End Date,Start Time,Portfolio name,Campaign Type,Campaign Name,Country,Status,Currency,Budget,Targeting Type,Bidding strategy,Impressions,Clicks,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),7 Day Total Orders (#),"Total Advertising Cost of Sales (ACOS) ",Total Return on Advertising Spend (ROAS),7 Day Total Sales (₹)
"Feb 28, 2025","Feb 28, 2025",17:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,118,1,0.847457627118644%,₹1.0,₹1.0,0,,0.0,₹0
"Mar 01, 2025","Mar 01, 2025",17:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,76,2,2.631578947368421%,₹2.02,₹1.01,0,,0.0,₹0
"Mar 02, 2025","Mar 02, 2025",17:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,110,0,0%,₹0,,0,,,₹0
"Feb 18, 2025","Feb 18, 2025",18:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,171,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",18:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,151,2,1.3245033112582782%,₹2.0,₹1.0,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",18:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,124,2,1.6129032258064515%,₹2.0,₹1.0,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",18:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,85,0,0%,₹0,,0,,,₹0
"Feb 22, 2025","Feb 22, 2025",18:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,128,1,0.78125%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",18:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,112,2,1.7857142857142856%,₹2.0,₹1.0,0,,0.0,₹0
"Feb 24, 2025","Feb 24, 2025",18:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,126,0,0%,₹0,,0,,,₹0
"Feb 25, 2025","Feb 25, 2025",18:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,107,3,2.803738317757009%,₹3.03,₹1.01,0,,0.0,₹0
"Feb 26, 2025","Feb 26, 2025",18:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,77,0,0%,₹0,,0,,,₹0
"Feb 27, 2025","Feb 27, 2025",18:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,85,0,0%,₹0,,0,,,₹0
"Feb 28, 2025","Feb 28, 2025",18:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,136,0,0%,₹0,,0,,,₹0
"Mar 01, 2025","Mar 01, 2025",18:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,133,1,0.7518796992481203%,₹1.0,₹1.0,0,,0.0,₹0
"Mar 02, 2025","Mar 02, 2025",18:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,84,1,1.1904761904761905%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",19:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,216,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",19:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,191,2,1.0471204188481675%,₹2.02,₹1.01,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",19:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,114,0,0%,₹0,,0,,,₹0
"Feb 21, 2025","Feb 21, 2025",19:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,124,0,0%,₹0,,0,,,₹0
"Feb 22, 2025","Feb 22, 2025",19:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,164,0,0%,₹0,,0,,,₹0
"Feb 23, 2025","Feb 23, 2025",19:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,140,1,0.7142857142857143%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 24, 2025","Feb 24, 2025",19:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,145,1,0.6896551724137931%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",19:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,122,1,0.819672131147541%,₹2.3,₹2.3,0,,0.0,₹0
"Feb 26, 2025","Feb 26, 2025",19:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,105,1,0.9523809523809524%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 27, 2025","Feb 27, 2025",19:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,142,1,0.7042253521126761%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 28, 2025","Feb 28, 2025",19:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,173,1,0.5780346820809248%,₹1.0,₹1.0,0,,0.0,₹0
"Mar 01, 2025","Mar 01, 2025",19:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,136,0,0%,₹0,,0,,,₹0
"Mar 02, 2025","Mar 02, 2025",19:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,137,0,0%,₹0,,0,,,₹0
"Feb 18, 2025","Feb 18, 2025",20:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,239,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",20:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,171,3,1.7543859649122806%,₹3.02,₹1.01,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",20:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,154,1,0.6493506493506493%,₹2.34,₹2.34,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",20:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,148,1,0.6756756756756757%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 22, 2025","Feb 22, 2025",20:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,138,1,0.7246376811594203%,₹2.14,₹2.14,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",20:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,120,1,0.8333333333333334%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 24, 2025","Feb 24, 2025",20:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,163,1,0.6134969325153374%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",20:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,137,1,0.7299270072992701%,₹1.02,₹1.02,0,,0.0,₹0
"Feb 26, 2025","Feb 26, 2025",20:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,106,2,1.8867924528301887%,₹2.0,₹1.0,0,,0.0,₹0
"Feb 27, 2025","Feb 27, 2025",20:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,173,2,1.1560693641618496%,₹2.0,₹1.0,0,,0.0,₹0
"Feb 28, 2025","Feb 28, 2025",20:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,175,2,1.1428571428571428%,₹2.0,₹1.0,0,,0.0,₹0
"Mar 01, 2025","Mar 01, 2025",20:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,165,1,0.6060606060606061%,₹1.02,₹1.02,0,,0.0,₹0
"Mar 02, 2025","Mar 02, 2025",20:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,196,2,1.0204081632653061%,₹3.37,₹1.69,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",21:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,306,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",21:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,236,3,1.2711864406779663%,₹3.0,₹1.0,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",21:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,183,1,0.546448087431694%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",21:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,167,3,1.7964071856287425%,₹3.0,₹1.0,0,,0.0,₹0
"Feb 22, 2025","Feb 22, 2025",21:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,197,1,0.5076142131979695%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",21:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,148,2,1.3513513513513513%,₹2.05,₹1.02,0,,0.0,₹0
"Feb 24, 2025","Feb 24, 2025",21:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,186,0,0%,₹0,,0,,,₹0
"Feb 25, 2025","Feb 25, 2025",21:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,148,2,1.3513513513513513%,₹2.0,₹1.0,0,,0.0,₹0
"Feb 26, 2025","Feb 26, 2025",21:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,115,0,0%,₹0,,0,,,₹0
"Feb 27, 2025","Feb 27, 2025",21:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,182,0,0%,₹0,,0,,,₹0
"Feb 28, 2025","Feb 28, 2025",21:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,196,2,1.0204081632653061%,₹2.0,₹1.0,0,,0.0,₹0
"Mar 01, 2025","Mar 01, 2025",21:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,210,1,0.4761904761904762%,₹1.02,₹1.02,0,,0.0,₹0
"Mar 02, 2025","Mar 02, 2025",21:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,170,0,0%,₹0,,0,,,₹0
"Feb 18, 2025","Feb 18, 2025",22:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,328,3,0.9146341463414633%,₹3.0,₹1.0,0,,0.0,₹0
"Feb 19, 2025","Feb 19, 2025",22:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,278,1,0.3597122302158274%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",22:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,263,2,0.7604562737642585%,₹2.0,₹1.0,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",22:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,219,2,0.91324200913242%,₹2.0,₹1.0,0,,0.0,₹0
"Feb 22, 2025","Feb 22, 2025",22:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,249,1,0.4016064257028112%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",22:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,176,3,1.7045454545454544%,₹3.02,₹1.01,0,,0.0,₹0
"Feb 24, 2025","Feb 24, 2025",22:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,232,1,0.43103448275862066%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",22:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,176,3,1.7045454545454544%,₹3.03,₹1.01,1,0.2752443588532394%,363.31,₹1100.84
"Feb 26, 2025","Feb 26, 2025",22:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,130,1,0.7692307692307693%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 27, 2025","Feb 27, 2025",22:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,201,1,0.4975124378109453%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 28, 2025","Feb 28, 2025",22:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,230,2,0.8695652173913043%,₹2.0,₹1.0,0,,0.0,₹0
"Mar 01, 2025","Mar 01, 2025",22:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,249,2,0.8032128514056224%,₹2.02,₹1.01,0,,0.0,₹0
"Mar 02, 2025","Mar 02, 2025",22:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,243,0,0%,₹0,,0,,,₹0
"Feb 18, 2025","Feb 18, 2025",23:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,330,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",23:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,248,1,0.4032258064516129%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",23:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,193,1,0.5181347150259068%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",23:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,147,0,0%,₹0,,0,,,₹0
"Feb 22, 2025","Feb 22, 2025",23:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,234,2,0.8547008547008548%,₹2.0,₹1.0,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",23:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,192,0,0%,₹0,,0,,,₹0
"Feb 24, 2025","Feb 24, 2025",23:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,184,3,1.6304347826086956%,₹3.0,₹1.0,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",23:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,196,2,1.0204081632653061%,₹3.63,₹1.81,0,,0.0,₹0
"Feb 26, 2025","Feb 26, 2025",23:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,156,0,0%,₹0,,0,,,₹0
"Feb 27, 2025","Feb 27, 2025",23:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,194,0,0%,₹0,,0,,,₹0
"Feb 28, 2025","Feb 28, 2025",23:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,209,1,0.4784688995215311%,₹1.0,₹1.0,0,,0.0,₹0
"Mar 01, 2025","Mar 01, 2025",23:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,280,2,0.7142857142857143%,₹2.0,₹1.0,0,,0.0,₹0
"Mar 02, 2025","Mar 02, 2025",23:00,No Portfolio,Sponsored Products,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids - down only,225,2,0.8888888888888888%,₹2.0,₹1.0,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",00:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,120,1,0.8333333333333334%,₹1.06,₹1.06,0,,0.0,₹0
"Feb 19, 2025","Feb 19, 2025",00:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,67,1,1.4925373134328357%,₹1.06,₹1.06,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",00:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,94,1,1.0638297872340425%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",00:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,69,0,0%,₹0,,0,,,₹0
"Feb 22, 2025","Feb 22, 2025",00:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,82,1,1.2195121951219512%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",00:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,84,0,0%,₹0,,0,,,₹0
"Feb 24, 2025","Feb 24, 2025",00:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,95,0,0%,₹0,,0,,,₹0
"Feb 25, 2025","Feb 25, 2025",00:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,101,1,0.9900990099009901%,₹1.22,₹1.22,0,,0.0,₹0
"Feb 26, 2025","Feb 26, 2025",00:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,95,0,0%,₹0,,0,,,₹0
"Feb 27, 2025","Feb 27, 2025",00:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,108,1,0.9259259259259258%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 28, 2025","Feb 28, 2025",00:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,141,0,0%,₹0,,0,,,₹0
"Mar 01, 2025","Mar 01, 2025",00:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,87,0,0%,₹0,,0,,,₹0
"Mar 02, 2025","Mar 02, 2025",00:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,105,0,0%,₹0,,0,,,₹0
"Feb 18, 2025","Feb 18, 2025",01:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,52,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",01:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,52,1,1.9230769230769231%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",01:00,No Portfolio,Sponsored Products,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,India,ENABLED,INR,₹110.0,Automatic targeting,Dynamic bids - down only,36,1,2.7777777777777777%,₹1.0,₹1.0,0,,0.0,₹0
