Start Date,End Date,Start Time,Portfolio name,Campaign Type,Campaign Name,Country,Status,Currency,Budget,Targeting Type,Bidding strategy,Impressions,Clicks,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),7 Day Total Orders (#),"Total Advertising Cost of Sales (ACOS) ",Total Return on Advertising Spend (ROAS),7 Day Total Sales (₹)
"Feb 18, 2025","Feb 18, 2025",00:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,161,5,3.1055900621118013%,₹6.64,₹1.33,0,,0.0,₹0
"Feb 19, 2025","Feb 19, 2025",00:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,224,2,0.8928571428571428%,₹3.0,₹1.5,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",00:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,211,8,3.7914691943127963%,₹12.09,₹1.51,1,1.2981017007387048%,77.04,₹931.36
"Feb 21, 2025","Feb 21, 2025",00:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,214,1,0.46728971962616817%,₹1.61,₹1.61,0,,0.0,₹0
"Feb 22, 2025","Feb 22, 2025",00:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,275,5,1.8181818181818181%,₹6.3,₹1.26,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",00:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,252,1,0.3968253968253968%,₹1.11,₹1.11,0,,0.0,₹0
"Feb 24, 2025","Feb 24, 2025",00:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,325,2,0.6153846153846154%,₹3.0,₹1.5,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",00:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,176,1,0.5681818181818182%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 26, 2025","Feb 26, 2025",00:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,224,2,0.8928571428571428%,₹4.05,₹2.02,0,,0.0,₹0
"Feb 27, 2025","Feb 27, 2025",00:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,242,2,0.8264462809917356%,₹3.0,₹1.5,0,,0.0,₹0
"Feb 28, 2025","Feb 28, 2025",00:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,272,2,0.7352941176470588%,₹2.4,₹1.2,0,,0.0,₹0
"Mar 01, 2025","Mar 01, 2025",00:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,261,1,0.38314176245210724%,₹1.3,₹1.3,0,,0.0,₹0
"Mar 02, 2025","Mar 02, 2025",00:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,189,2,1.0582010582010581%,₹2.6,₹1.3,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",01:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,72,1,1.3888888888888888%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 19, 2025","Feb 19, 2025",01:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,97,1,1.0309278350515463%,₹1.28,₹1.28,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",01:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,115,2,1.7391304347826086%,₹3.54,₹1.77,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",01:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,71,1,1.4084507042253522%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 22, 2025","Feb 22, 2025",01:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,169,1,0.591715976331361%,₹2.84,₹2.84,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",01:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,130,1,0.7692307692307693%,₹1.95,₹1.95,0,,0.0,₹0
"Feb 24, 2025","Feb 24, 2025",01:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,140,2,1.4285714285714286%,₹2.81,₹1.41,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",01:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,95,1,1.0526315789473684%,₹1.68,₹1.68,0,,0.0,₹0
"Feb 26, 2025","Feb 26, 2025",01:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,147,0,0%,₹0,,0,,,₹0
"Feb 27, 2025","Feb 27, 2025",01:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,125,0,0%,₹0,,0,,,₹0
"Feb 28, 2025","Feb 28, 2025",01:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,91,0,0%,₹0,,0,,,₹0
"Mar 01, 2025","Mar 01, 2025",01:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,168,2,1.1904761904761905%,₹2.28,₹1.14,0,,0.0,₹0
"Mar 02, 2025","Mar 02, 2025",01:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,83,1,1.2048192771084338%,₹1.39,₹1.39,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",02:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,70,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",02:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,58,0,0%,₹0,,0,,,₹0
"Feb 20, 2025","Feb 20, 2025",02:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,42,0,0%,₹0,,0,,,₹0
"Feb 21, 2025","Feb 21, 2025",02:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,68,0,0%,₹0,,0,,,₹0
"Feb 22, 2025","Feb 22, 2025",02:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,52,1,1.9230769230769231%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",02:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,60,0,0%,₹0,,0,,,₹0
"Feb 24, 2025","Feb 24, 2025",02:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,60,0,0%,₹0,,0,,,₹0
"Feb 25, 2025","Feb 25, 2025",02:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,108,0,0%,₹0,,0,,,₹0
"Feb 26, 2025","Feb 26, 2025",02:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,101,4,3.9603960396039604%,₹4.46,₹1.11,0,,0.0,₹0
"Feb 27, 2025","Feb 27, 2025",02:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,51,0,0%,₹0,,0,,,₹0
"Feb 28, 2025","Feb 28, 2025",02:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,135,2,1.4814814814814816%,₹3.84,₹1.92,0,,0.0,₹0
"Mar 01, 2025","Mar 01, 2025",02:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,50,0,0%,₹0,,0,,,₹0
"Mar 02, 2025","Mar 02, 2025",02:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,34,0,0%,₹0,,0,,,₹0
"Feb 18, 2025","Feb 18, 2025",03:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,32,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",03:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,12,0,0%,₹0,,0,,,₹0
"Feb 20, 2025","Feb 20, 2025",03:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,18,0,0%,₹0,,0,,,₹0
"Feb 21, 2025","Feb 21, 2025",03:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,40,0,0%,₹0,,0,,,₹0
"Feb 22, 2025","Feb 22, 2025",03:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,54,0,0%,₹0,,0,,,₹0
"Feb 23, 2025","Feb 23, 2025",03:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,51,2,3.9215686274509802%,₹2.0,₹1.0,0,,0.0,₹0
"Feb 24, 2025","Feb 24, 2025",03:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,88,1,1.1363636363636365%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",03:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,60,1,1.6666666666666667%,₹1.74,₹1.74,0,,0.0,₹0
"Feb 26, 2025","Feb 26, 2025",03:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,38,0,0%,₹0,,0,,,₹0
"Feb 27, 2025","Feb 27, 2025",03:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,63,0,0%,₹0,,0,,,₹0
"Feb 28, 2025","Feb 28, 2025",03:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,27,0,0%,₹0,,0,,,₹0
"Mar 01, 2025","Mar 01, 2025",03:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,85,0,0%,₹0,,0,,,₹0
"Mar 02, 2025","Mar 02, 2025",03:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,28,0,0%,₹0,,0,,,₹0
"Feb 18, 2025","Feb 18, 2025",04:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,12,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",04:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,22,0,0%,₹0,,0,,,₹0
"Feb 20, 2025","Feb 20, 2025",04:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,7,0,0%,₹0,,0,,,₹0
"Feb 21, 2025","Feb 21, 2025",04:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,14,0,0%,₹0,,0,,,₹0
"Feb 22, 2025","Feb 22, 2025",04:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,31,0,0%,₹0,,0,,,₹0
"Feb 23, 2025","Feb 23, 2025",04:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,45,0,0%,₹0,,0,,,₹0
"Feb 24, 2025","Feb 24, 2025",04:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,19,0,0%,₹0,,0,,,₹0
"Feb 25, 2025","Feb 25, 2025",04:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,41,2,4.878048780487805%,₹3.8,₹1.9,0,,0.0,₹0
"Feb 26, 2025","Feb 26, 2025",04:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,22,1,4.545454545454546%,₹1.72,₹1.72,0,,0.0,₹0
"Feb 27, 2025","Feb 27, 2025",04:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,32,0,0%,₹0,,0,,,₹0
"Feb 28, 2025","Feb 28, 2025",04:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,14,0,0%,₹0,,0,,,₹0
"Mar 01, 2025","Mar 01, 2025",04:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,22,0,0%,₹0,,0,,,₹0
"Mar 02, 2025","Mar 02, 2025",04:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,29,1,3.4482758620689653%,₹1.93,₹1.93,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",05:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,21,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",05:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,25,0,0%,₹0,,0,,,₹0
"Feb 20, 2025","Feb 20, 2025",05:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,2,0,0%,₹0,,0,,,₹0
"Feb 21, 2025","Feb 21, 2025",05:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,15,0,0%,₹0,,0,,,₹0
"Feb 22, 2025","Feb 22, 2025",05:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,30,1,3.3333333333333335%,₹11.08,₹11.08,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",05:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,36,0,0%,₹0,,0,,,₹0
"Feb 24, 2025","Feb 24, 2025",05:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,50,0,0%,₹0,,0,,,₹0
"Feb 25, 2025","Feb 25, 2025",05:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,36,0,0%,₹0,,0,,,₹0
"Feb 26, 2025","Feb 26, 2025",05:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,18,0,0%,₹0,,0,,,₹0
"Feb 27, 2025","Feb 27, 2025",05:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,54,0,0%,₹0,,0,,,₹0
"Feb 28, 2025","Feb 28, 2025",05:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,9,0,0%,₹0,,0,,,₹0
"Mar 01, 2025","Mar 01, 2025",05:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,22,0,0%,₹0,,0,,,₹0
"Mar 02, 2025","Mar 02, 2025",05:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,75,2,2.666666666666667%,₹3.37,₹1.69,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",06:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,51,1,1.9607843137254901%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 19, 2025","Feb 19, 2025",06:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,37,0,0%,₹0,,0,,,₹0
"Feb 20, 2025","Feb 20, 2025",06:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,66,1,1.5151515151515151%,₹1.89,₹1.89,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",06:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,41,0,0%,₹0,,0,,,₹0
"Feb 22, 2025","Feb 22, 2025",06:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,40,0,0%,₹0,,0,,,₹0
"Feb 23, 2025","Feb 23, 2025",06:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,58,0,0%,₹0,,0,,,₹0
"Feb 24, 2025","Feb 24, 2025",06:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,58,1,1.7241379310344827%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",06:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,50,0,0%,₹0,,0,,,₹0
"Feb 26, 2025","Feb 26, 2025",06:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,84,1,1.1904761904761905%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 27, 2025","Feb 27, 2025",06:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,59,0,0%,₹0,,0,,,₹0
"Feb 28, 2025","Feb 28, 2025",06:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,42,0,0%,₹0,,0,,,₹0
"Mar 01, 2025","Mar 01, 2025",06:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,72,0,0%,₹0,,0,,,₹0
"Mar 02, 2025","Mar 02, 2025",06:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,25,0,0%,₹0,,0,,,₹0
"Feb 18, 2025","Feb 18, 2025",07:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,103,2,1.9417475728155338%,₹3.0,₹1.5,0,,0.0,₹0
"Feb 19, 2025","Feb 19, 2025",07:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,100,3,3%,₹3.61,₹1.2,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",07:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,138,4,2.898550724637681%,₹14.56,₹3.64,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",07:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,133,1,0.7518796992481203%,₹1.3,₹1.3,0,,0.0,₹0
"Feb 22, 2025","Feb 22, 2025",07:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,105,1,0.9523809523809524%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",07:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,136,0,0%,₹0,,0,,,₹0
"Feb 24, 2025","Feb 24, 2025",07:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,89,1,1.1235955056179776%,₹7.53,₹7.53,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",07:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,66,1,1.5151515151515151%,₹1.01,₹1.01,0,,0.0,₹0
"Feb 26, 2025","Feb 26, 2025",07:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,163,4,2.4539877300613497%,₹5.08,₹1.27,0,,0.0,₹0
"Feb 27, 2025","Feb 27, 2025",07:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,148,0,0%,₹0,,0,,,₹0
"Feb 28, 2025","Feb 28, 2025",07:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,127,3,2.3622047244094486%,₹3.11,₹1.04,0,,0.0,₹0
"Mar 01, 2025","Mar 01, 2025",07:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,141,3,2.127659574468085%,₹4.18,₹1.39,0,,0.0,₹0
"Mar 02, 2025","Mar 02, 2025",07:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,124,1,0.8064516129032258%,₹2.0,₹2.0,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",08:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,182,2,1.098901098901099%,₹2.24,₹1.12,0,,0.0,₹0
"Feb 19, 2025","Feb 19, 2025",08:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,99,0,0%,₹0,,0,,,₹0
"Feb 20, 2025","Feb 20, 2025",08:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,192,1,0.5208333333333333%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",08:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,177,1,0.5649717514124294%,₹1.82,₹1.82,0,,0.0,₹0
"Feb 22, 2025","Feb 22, 2025",08:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,299,7,2.341137123745819%,₹8.25,₹1.18,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",08:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,213,2,0.9389671361502347%,₹9.35,₹4.67,0,,0.0,₹0
"Feb 24, 2025","Feb 24, 2025",08:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,214,3,1.4018691588785046%,₹30.66,₹10.22,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",08:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,181,1,0.5524861878453038%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 26, 2025","Feb 26, 2025",08:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,295,4,1.3559322033898304%,₹5.83,₹1.46,0,,0.0,₹0
"Feb 27, 2025","Feb 27, 2025",08:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,136,1,0.7352941176470588%,₹1.0,₹1.0,0,,0.0,₹0
"Feb 28, 2025","Feb 28, 2025",08:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,133,1,0.7518796992481203%,₹1.0,₹1.0,0,,0.0,₹0
"Mar 01, 2025","Mar 01, 2025",08:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,202,1,0.49504950495049505%,₹1.8,₹1.8,0,,0.0,₹0
"Mar 02, 2025","Mar 02, 2025",08:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,198,3,1.5151515151515151%,₹3.0,₹1.0,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",09:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,142,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",09:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,190,2,1.0526315789473684%,₹2.6,₹1.3,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",09:00,No Portfolio,Sponsored Products,manual wands (light+normal),India,ENABLED,INR,₹1000.0,Manual targeting,Dynamic bids - down only,280,1,0.35714285714285715%,₹1.0,₹1.0,0,,0.0,₹0
