Start Date,End Date,Customer Search Term,Search Term Impression Rank,Search Term Impression Share,Targeting,Match Type,Portfolio name,Campaign Name,Ad Group Name,Currency,Clicks,Impressions,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),7 Day Total Orders (#),7 Day Total Sales (₹),Total Advertising Cost of Sales (ACOS),Total Return on Advertising Spend (ROAS),7 Day Conversion Rate
"Feb 1, 2025","Mar 15, 2025",hand crank music box,4,6.95%,*,-,No Portfolio,SHipments sku.,liquidation musicbox,INR,5,95,5.2600%,Rs.5.52,Rs.1.104,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter gadgets,1,23.28%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,9,95,9.4700%,Rs.15.43,Rs.1.7144,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter magic caster wand real,1,100.00%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,3,15,20.0000%,Rs.4.87,Rs.1.6233000000000002,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter magic caster wand real,1,100.00%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,3,80,3.7500%,Rs.4.18,Rs.1.3933000000000002,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wand fire blaster,1,96.94%,harry potter wand,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,6,94,6.3800%,Rs.10.48,Rs.1.7467,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wand fire blaster,1,96.94%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,1,1,100.0000%,Rs.2.18,Rs.2.18,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wond,1,100.00%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,3,95,3.1600%,Rs.4.08,Rs.1.36,1,Rs.846.61,0.4800%,207.50,33.3300%
"Feb 1, 2025","Mar 15, 2025",b0d91sdwfy,3,6.03%,*,-,liquidations-Jan-25,31-01-Minecraft-Llama-AUTO-BE33,minecraft,INR,1,40,2.5000%,Rs.6.3,Rs.6.3,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0d91sdwfy,3,6.03%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,1,3,33.3300%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0d91sdwfy,3,6.03%,*,-,No Portfolio,New category wise campaign,Soft toys,INR,4,51,7.8400%,Rs.5.25,Rs.1.3125,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dswhsfky,2,31.76%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,2,94,2.1300%,Rs.2.37,Rs.1.185,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",breathing teddy bear with light big size,11,1.71%,breathing teddy bear with light,BROAD,Breathing_category,breathing_stitch_BEaCOS35_tACOS10,breathing_stitch_BEaCOS35_tACOS10,INR,1,94,1.0600%,Rs.4.42,Rs.4.42,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter merchandise miniso,3,9.69%,harry potter merchandise,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,7,94,7.4500%,Rs.44.36,Rs.6.3371,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",soft toys for boys,53,0.17%,toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,1,4,25.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",soft toys for boys,53,0.17%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,1,90,1.1100%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",stuffed toy keychain,7,1.80%,toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,4,94,4.2600%,Rs.4.13,Rs.1.0325,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0bfwtwxs9,7,5.06%,"asin-expanded=""B09PYXPTDH""",-,No Portfolio,manual_wands_vt_boughtalong,wands,INR,4,93,4.3000%,Rs.16.21,Rs.4.0525,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0bzlr5r4k,1,65.96%,"asin-expanded=""B0D3F3MLM6""",-,No Portfolio,Manual product targeting,price targeting,INR,3,13,23.0800%,Rs.7.83,Rs.2.61,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0bzlr5r4k,1,65.96%,"asin-expanded=""B0BDX96L71""",-,No Portfolio,Manual product targeting,price targeting,INR,3,73,4.1100%,Rs.6.11,Rs.2.0366999999999997,1,Rs.761.86,0.8000%,124.69,33.3300%
"Feb 1, 2025","Mar 15, 2025",b0bzlr5r4k,1,65.96%,"asin-expanded=""B0C5TRWBYM""",-,No Portfolio,Manual product targeting,wand PT,INR,1,3,33.3300%,Rs.2.88,Rs.2.88,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0bzlr5r4k,1,65.96%,"asin-expanded=""B0CKJ5D2ZX""",-,No Portfolio,Manual product targeting,price targeting,INR,2,4,50.0000%,Rs.4.14,Rs.2.07,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter magical wand,2,9.00%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,5,21,23.8100%,Rs.9.66,Rs.1.932,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter magical wand,2,9.00%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,5,24,20.8300%,Rs.7.49,Rs.1.4980000000000002,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter magical wand,2,9.00%,"asin=""B09HXJJ8TY""",-,No Portfolio,Manual product targeting,wand PT,INR,6,48,12.5000%,Rs.17.9,Rs.2.9833,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wand light,1,75.61%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,3,19,15.7900%,Rs.8.29,Rs.2.7632999999999996,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wand light,1,75.61%,harry potter wand light,EXACT,No Portfolio,"Brand Analytics(hbd,wands,mry go kalimba",wands,INR,1,8,12.5000%,Rs.3.37,Rs.3.37,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wand light,1,75.61%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,3,11,27.2700%,Rs.5.29,Rs.1.7633,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wand light,1,75.61%,harry potter wand,PHRASE,No Portfolio,manual wands (light+normal),Light wands,INR,2,55,3.6400%,Rs.3.5,Rs.1.75,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",magic stick toy,6,4.32%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,4,93,4.3000%,Rs.4.68,Rs.1.17,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",soft toys|plush toys,23,0.64%,*,-,No Portfolio,New category wise campaign,Soft toys,INR,1,5,20.0000%,Rs.2.35,Rs.2.35,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",soft toys|plush toys,23,0.64%,plush toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,3,88,3.4100%,Rs.4.39,Rs.1.4633,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",travel packing bags,9,4.81%,travel packing bag,PHRASE,liquidations-Jan-25,31/1-travelling6packBE30-TACOS-20,6pcs travel orgnaizers,INR,4,80,5.0000%,Rs.50.05,Rs.12.5125,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",travel packing bags,9,4.81%,travel packing bag,EXACT,liquidations-Jan-25,31/1-travelling6packBE30-TACOS-20,6pcs travel orgnaizers,INR,1,13,7.6900%,Rs.10.49,Rs.10.49,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0c46hfzx6,116,0.01%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,2,92,2.1700%,Rs.2.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dpx81yns,3,22.89%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Action Dress Ups & Accessories,INR,3,80,3.7500%,Rs.3.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dpx81yns,3,22.89%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,2,12,16.6700%,Rs.2.43,Rs.1.215,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b09hkjjtgc,13,1.25%,*,-,No Portfolio,Minecraft auto,Minecraft soft toys,INR,1,91,1.1000%,Rs.2.53,Rs.2.53,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0c5tpz9gs,1,69.47%,"asin-expanded=""B0C5TPZ9GS""",-,No Portfolio,Manual product targeting,wand PT,INR,2,9,22.2200%,Rs.3.13,Rs.1.565,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0c5tpz9gs,1,69.47%,"asin-expanded=""B0BDX96L71""",-,No Portfolio,Manual product targeting,wand PT,INR,2,25,8.0000%,Rs.3.58,Rs.1.79,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0c5tpz9gs,1,69.47%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,2,18,11.1100%,Rs.5.4,Rs.2.7,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0c5tpz9gs,1,69.47%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Children's Costumes,INR,1,8,12.5000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0c5tpz9gs,1,69.47%,"asin-expanded=""B09HXJJ8TY""",-,No Portfolio,Manual product targeting,price targeting,INR,1,11,9.0900%,Rs.3.73,Rs.3.73,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0c5tpz9gs,1,69.47%,"asin-expanded=""B0D3F2PFLZ""",-,No Portfolio,Manual product targeting,price targeting,INR,2,20,10.0000%,Rs.5.15,Rs.2.575,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",crochet toys,49,0.04%,toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,2,91,2.2000%,Rs.2.1,Rs.1.05,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter x kinder joy,3,3.55%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,2,91,2.2000%,Rs.2.26,Rs.1.13,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",organizer bags for travel,3,12.67%,travel organizer bag,BROAD,liquidations-Jan-25,27-01-CompressionCubes_Combo_BE14TACOS10,CompressionCubes_Combo_TACOS10,INR,2,91,2.2000%,Rs.12.73,Rs.6.365,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0bbrxr3qp,2,5.47%,*,-,No Portfolio,Minecraft auto,Minecraft soft toys,INR,4,90,4.4400%,Rs.6.65,Rs.1.6625,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",euphoria magic wand for kids girls,1,100.00%,magic wand for kids,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,4,90,4.4400%,Rs.31.14,Rs.7.785,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter golden snitch ball,1,31.47%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Children's Costumes,INR,3,26,11.5400%,Rs.6.6,Rs.2.2,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter golden snitch ball,1,31.47%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,1,12,8.3300%,Rs.1.78,Rs.1.78,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter golden snitch ball,1,31.47%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,10,10.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter golden snitch ball,1,31.47%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,5,42,11.9000%,Rs.11.65,Rs.2.33,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter gun,1,98.90%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,2,4,50.0000%,Rs.3.64,Rs.1.82,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter gun,1,98.90%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,6,86,6.9800%,Rs.11.68,Rs.1.9466999999999999,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter metal wand,1,100.00%,wand,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,5,20.0000%,Rs.2.42,Rs.2.42,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter metal wand,1,100.00%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,85,1.1800%,Rs.1.06,Rs.1.06,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",soft toys for babies 6-12 months,31,0.19%,toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,3,30,10.0000%,Rs.3.14,Rs.1.0467,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",soft toys for babies 6-12 months,31,0.19%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,1,60,1.6700%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b07sb5w62r,14,0.75%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,4,89,4.4900%,Rs.9.88,Rs.2.47,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b085rfn3ww,3,3.21%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,4,43,9.3000%,Rs.8.44,Rs.2.11,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b085rfn3ww,3,3.21%,"asin-expanded=""B0C1K82YN3""",-,No Portfolio,Manual product targeting,price targeting,INR,3,46,6.5200%,Rs.10.16,Rs.3.3867000000000003,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b09gbbssfc,1,100.00%,"asin-expanded=""B0BRY19NSK""",-,No Portfolio,manual_wands_vt_boughtalong,wands,INR,1,10,10.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b09gbbssfc,1,100.00%,"asin=""B09GBBSSFC""",-,No Portfolio,Manual product targeting,wand PT,INR,4,79,5.0600%,Rs.8.66,Rs.2.165,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0btmt3jpn,32,0.11%,*,-,No Portfolio,Minecraft auto,Minecraft soft toys,INR,1,89,1.1200%,Rs.1.3,Rs.1.3,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dqdbt2bw,2,31.90%,*,-,liquidations-Jan-25,31-01-Minecraft-Llama-AUTO-BE33,minecraft,INR,2,89,2.2500%,Rs.11.73,Rs.5.865,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",magic wand for men,1,100.00%,magic wand,PHRASE,No Portfolio,manual wands (light+normal),Light wands,INR,2,89,2.2500%,Rs.2.4,Rs.1.2,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b08xbb8tx4,20,0.19%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - All Other Infant Toys,INR,1,18,5.5600%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b08xbb8tx4,20,0.19%,*,-,No Portfolio,SHipments sku.,liquidation musicbox,INR,2,70,2.8600%,Rs.2.24,Rs.1.12,1,Rs.346.61,0.6500%,154.74,50.0000%
"Feb 1, 2025","Mar 15, 2025",b0bfnyp192,62,0.04%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,4,88,4.5500%,Rs.4.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dwfnt2h1,1,60.69%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,3,88,3.4100%,Rs.3.15,Rs.1.05,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",pretend play toys for girls,237,0.02%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,1,88,1.1400%,Rs.4.28,Rs.4.28,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",soft toy cow,15,1.25%,toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,1,4,25.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",soft toy cow,15,1.25%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,1,84,1.1900%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b084zyfcxk,3,8.62%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,6,87,6.9000%,Rs.6.07,Rs.1.0117,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b08xnjvnvz,5,8.26%,*,-,No Portfolio,Minecraft auto,Minecraft soft toys,INR,5,87,5.7500%,Rs.6.51,Rs.1.3019999999999998,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0987w7q9n,7,5.03%,*,-,liquidations-Jan-25,31-01-Minecraft-Llama-AUTO-BE33,minecraft,INR,1,25,4.0000%,Rs.12.19,Rs.12.19,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0987w7q9n,7,5.03%,*,-,No Portfolio,Minecraft auto,Minecraft soft toys,INR,5,62,8.0600%,Rs.6.93,Rs.1.386,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0bbbnqcl9,6,5.18%,*,-,No Portfolio,Minecraft auto,Minecraft soft toys,INR,2,87,2.3000%,Rs.2.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cy4chdlk,2,19.82%,"asin-expanded=""B07MJ4TRCD""",-,No Portfolio,manual_wands_vt_boughtalong,wands,INR,1,1,100.0000%,Rs.1.52,Rs.1.52,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cy4chdlk,2,19.82%,"asin-expanded=""B089M87WJS""",-,No Portfolio,random_mb_pt,all_mb_pt,INR,1,20,5.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cy4chdlk,2,19.82%,"asin-expanded=""B0BCPMBWBM""",-,No Portfolio,random_mb_pt,all_mb_pt,INR,2,42,4.7600%,Rs.2.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cy4chdlk,2,19.82%,*,-,No Portfolio,New category wise campaign,other music box,INR,1,3,33.3300%,Rs.1.9,Rs.1.9,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cy4chdlk,2,19.82%,"asin-expanded=""B08Y7W95H4""",-,No Portfolio,random_mb_pt,all_mb_pt,INR,2,21,9.5200%,Rs.2.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0d97pd8d2,1,15.99%,*,-,No Portfolio,Minecraft auto,Minecraft soft toys,INR,2,87,2.3000%,Rs.2.3,Rs.1.15,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dr98j94v,18,0.72%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,5,87,5.7500%,Rs.11.08,Rs.2.2159999999999997,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",toy for 5 year old boy,58,0.08%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,1,87,1.1500%,Rs.4.47,Rs.4.47,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",anime figures,38,0.18%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,3,86,3.4900%,Rs.3.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b098jvfrz7,2,24.23%,"asin-expanded=""B09PYXPTDH""",-,No Portfolio,manual_wands_vt_boughtalong,wands,INR,4,86,4.6500%,Rs.7.86,Rs.1.965,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cb1t9cp8,1,91.49%,"asin-expanded=""B09HT2K2P2""",-,No Portfolio,Manual product targeting,wand PT,INR,1,63,1.5900%,Rs.8.17,Rs.8.17,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cb1t9cp8,1,91.49%,"asin-expanded=""B09HXJJ8TY""",-,No Portfolio,Manual product targeting,price targeting,INR,1,5,20.0000%,Rs.8.24,Rs.8.24,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cb1t9cp8,1,91.49%,"asin-expanded=""B09HXJJ8TY""",-,No Portfolio,Manual product targeting,wand PT,INR,1,2,50.0000%,Rs.3.56,Rs.3.56,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cb1t9cp8,1,91.49%,"asin-expanded=""B0BDX96L71""",-,No Portfolio,Manual product targeting,price targeting,INR,2,6,33.3300%,Rs.2.92,Rs.1.46,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cb1t9cp8,1,91.49%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,1,10,10.0000%,Rs.2.79,Rs.2.79,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cdst37jq,23,0.62%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Action Dress Ups & Accessories,INR,1,86,1.1600%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0d1c7p9pg,8,2.18%,*,-,No Portfolio,Minecraft auto,Minecraft soft toys,INR,2,86,2.3300%,Rs.3.07,Rs.1.535,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dcp26vgt,3,6.92%,*,-,No Portfolio,New category wise campaign,other music box,INR,2,76,2.6300%,Rs.3.8,Rs.1.9,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dcp26vgt,3,6.92%,"asin-expanded=""B07MJ4TRCD""",-,No Portfolio,manual_wands_vt_boughtalong,wands,INR,1,10,10.0000%,Rs.1.33,Rs.1.33,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dfjtx5kt,13,1.24%,*,-,No Portfolio,Minecraft auto,Minecraft soft toys,INR,1,86,1.1600%,Rs.1.12,Rs.1.12,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",animals squishy toy,3,8.69%,toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,3,85,3.5300%,Rs.3.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b00b0fv4fe,1,73.28%,*,-,No Portfolio,Minecraft auto,Minecraft soft toys,INR,8,85,9.4100%,Rs.9.08,Rs.1.135,0,Rs.0.0,,0.00,0.0000%
