Start Date,End Date,Customer Search Term,Search Term Impression Rank,Search Term Impression Share,Targeting,Match Type,Portfolio name,Campaign Name,Ad Group Name,Currency,Clicks,Impressions,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),7 Day Total Orders (#),7 Day Total Sales (₹),Total Advertising Cost of Sales (ACOS),Total Return on Advertising Spend (ROAS),7 Day Conversion Rate
"Feb 1, 2025","Mar 15, 2025",b0cb9159lq,4,5.26%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,2,10,20.0000%,Rs.2.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cfx4sv86,5,1.58%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Action Dress Ups & Accessories,INR,1,5,20.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cfx4sv86,5,1.58%,*,-,No Portfolio,Minecraft auto,Minecraft soft toys,INR,1,5,20.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cjyhptlr,4,11.49%,*,-,liquidations-Jan-25,31-01-Minecraft-Llama-AUTO-BE33,minecraft,INR,2,10,20.0000%,Rs.7.96,Rs.3.98,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cmd6nzzn,1,100.00%,*,-,No Portfolio,New category wise campaign,Soft toys,INR,4,10,40.0000%,Rs.6.32,Rs.1.58,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0cwh2fggn,22,0.03%,*,-,liquidations-Jan-25,31-01-Minecraft-Llama-AUTO-BE33,minecraft,INR,1,10,10.0000%,Rs.1.6,Rs.1.6,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0d3bkpx86,24,0.04%,*,-,No Portfolio,Minecraft auto,Minecraft soft toys,INR,2,10,20.0000%,Rs.2.02,Rs.1.01,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dcznq1xd,92,0.00%,*,-,No Portfolio,Minecraft auto,Minecraft soft toys,INR,2,10,20.0000%,Rs.2.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dhkty8w2,56,0.11%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,2,10,20.0000%,Rs.2.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0djfdn3h3,10,0.14%,"asin-expanded=""B0CHW6C7YK""",-,No Portfolio,Manual product targeting,wand PT,INR,2,10,20.0000%,Rs.4.24,Rs.2.12,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dkc1x4s1,22,0.43%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,1,10,10.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dlb4rcnp,20,0.11%,"asin-expanded=""B0BRY19NSK""",-,No Portfolio,manual_wands_vt_boughtalong,wands,INR,1,10,10.0000%,Rs.1.25,Rs.1.25,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dn1l4f8c,9,3.03%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,3,10,30.0000%,Rs.3.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0drd446lc,24,0.36%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,1,10,10.0000%,Rs.1.01,Rs.1.01,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dt1h7c62,14,0.22%,*,-,No Portfolio,Minecraft auto,Minecraft soft toys,INR,1,10,10.0000%,Rs.1.21,Rs.1.21,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",b0dtz2kjc7,53,0.01%,*,-,No Portfolio,Minecraft auto,Minecraft soft toys,INR,1,10,10.0000%,Rs.1.48,Rs.1.48,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",badtz maru,1,100.00%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,4,10,40.0000%,Rs.4.51,Rs.1.1275,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",breathing otter teddy bear,21,0.16%,breathing otter teddy bear,EXACT,Breathing_category,breathing_otter_BE30_tACOS30,breathing_otter,INR,2,10,20.0000%,Rs.9.52,Rs.4.76,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",breathing teddy bear for adults,13,0.56%,breathing teddy,PHRASE,Breathing_category,breathing_otter_BE30_tACOS30,breathing_otter,INR,2,8,25.0000%,Rs.43.94,Rs.21.97,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",breathing teddy bear for adults,13,0.56%,breathing teddy bear,PHRASE,Breathing_category,breathing-fox-BE37TACOS15,breathing-fox,INR,1,2,50.0000%,Rs.5.79,Rs.5.79,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",breathing teddy bear with light pink,2,27.03%,breathing teddy,PHRASE,Breathing_category,breathing_otter_BE30_tACOS30,breathing_otter,INR,1,10,10.0000%,Rs.38.78,Rs.38.78,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",breathing teddy rechargeable,2,15.15%,breathing teddy,PHRASE,Breathing_category,breathing_otter_BE30_tACOS30,breathing_otter,INR,1,10,10.0000%,Rs.16.79,Rs.16.79,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",breathing teddy with light,26,0.46%,breathing teddy,PHRASE,Breathing_category,breathing_otter_BE30_tACOS30,breathing_otter,INR,2,10,20.0000%,Rs.48.5,Rs.24.25,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",breatoi harry potter wands,1,83.33%,harry potter wand,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,2,10,20.0000%,Rs.2.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",cartoon stuffed toys,11,1.73%,toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,2,10,20.0000%,Rs.2.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",cateye sunglasses,14,0.09%,*,-,liquidations-Jan-25,31-01-CatEyeSunglass-BE18.8,Cat Eye Glasses,INR,1,10,10.0000%,Rs.29.08,Rs.29.08,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",cocomelon toys for kids,105,0.03%,toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,1,10,10.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",cow animal toys for kids,1,32.26%,animal toy kid,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,1,10,10.0000%,Rs.2.67,Rs.2.67,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",dumbledore wand that works,1,100.00%,dumbledore wand,PHRASE,No Portfolio,manual wands (light+normal),Light wands,INR,1,10,10.0000%,Rs.4.46,Rs.4.46,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",elder wand real size,1,52.63%,wand,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,10,10.0000%,Rs.1.45,Rs.1.45,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",fire magic wand for kids,1,100.00%,magic wand for kids,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,10,10.0000%,Rs.1.74,Rs.1.74,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",fire real wand,1,100.00%,wand,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,2,10,20.0000%,Rs.2.04,Rs.1.02,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",fire shooting wandmagic wand,1,100.00%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,1,1,100.0000%,Rs.2.56,Rs.2.56,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",fire shooting wandmagic wand,1,100.00%,wand,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,9,11.1100%,Rs.1.68,Rs.1.68,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",fire thrower wand,1,90.91%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Action Dress Ups & Accessories,INR,1,5,20.0000%,Rs.1.43,Rs.1.43,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",fire thrower wand,1,90.91%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,1,1,100.0000%,Rs.2.06,Rs.2.06,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",fire thrower wand,1,90.91%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Children's Costumes,INR,1,4,25.0000%,Rs.1.72,Rs.1.72,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",fire wand stick harry potter,1,100.00%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Action Dress Ups & Accessories,INR,1,7,14.2900%,Rs.1.43,Rs.1.43,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",fire wand stick harry potter,1,100.00%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Children's Costumes,INR,1,3,33.3300%,Rs.1.6,Rs.1.6,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",fireball wand shooter,1,90.91%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Action Dress Ups & Accessories,INR,2,10,20.0000%,Rs.2.58,Rs.1.29,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter advent calendar,8,1.31%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,3,10,30.0000%,Rs.3.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter all sticks characters,1,100.00%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,2,10,20.0000%,Rs.3.03,Rs.1.515,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter box set,9,0.71%,harry potter box,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,10,10.0000%,Rs.3.62,Rs.3.62,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter character,6,8.93%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,1,10,10.0000%,Rs.1.98,Rs.1.98,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter cursed child,12,3.45%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,10,10.0000%,Rs.2.5,Rs.2.5,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter dress,10,0.14%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,10,10.0000%,Rs.1.75,Rs.1.75,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter electric magic wand,1,100.00%,magic wand,PHRASE,No Portfolio,manual wands (light+normal),Light wands,INR,1,8,12.5000%,Rs.1.48,Rs.1.48,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter electric magic wand,1,100.00%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,1,2,50.0000%,Rs.2.95,Rs.2.95,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter fire,1,71.43%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,2,4,50.0000%,Rs.3.51,Rs.1.755,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter fire,1,71.43%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Action Dress Ups & Accessories,INR,1,6,16.6700%,Rs.1.29,Rs.1.29,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter flaming wand fireball,1,76.92%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,2,10,20.0000%,Rs.3.84,Rs.1.92,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter hair accessories,1,31.25%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,2,10,20.0000%,Rs.3.3,Rs.1.65,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter kinder joy,88,0.00%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,2,10,20.0000%,Rs.4.01,Rs.2.005,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter kinder joy edition 2,3,15.38%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,10,10.0000%,Rs.1.26,Rs.1.26,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter light stick,1,83.33%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,1,2,50.0000%,Rs.2.06,Rs.2.06,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter light stick,1,83.33%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,3,8,37.5000%,Rs.4.77,Rs.1.59,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter magic fire wand stick,1,66.67%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Children's Costumes,INR,1,4,25.0000%,Rs.1.7,Rs.1.7,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter magic fire wand stick,1,66.67%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Action Dress Ups & Accessories,INR,1,6,16.6700%,Rs.1.43,Rs.1.43,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter magic wand that produce flames,1,100.00%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,10,10.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter magic wand.,1,71.43%,harry potter magic wand,EXACT,No Portfolio,"Brand Analytics(hbd,wands,mry go kalimba",wands,INR,1,10,10.0000%,Rs.1.71,Rs.1.71,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter magical wand and magic paper,1,100.00%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,10,10.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter quidditch kinder joy,2,33.33%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,3,10,30.0000%,Rs.4.34,Rs.1.4466999999999999,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter special stick,1,100.00%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,10,10.0000%,Rs.1.71,Rs.1.71,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter stick fire shooter paper wand,1,90.91%,harry potter stick,PHRASE,No Portfolio,manual wands (light+normal),Light wands,INR,2,8,25.0000%,Rs.2.99,Rs.1.495,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter stick fire shooter paper wand,1,90.91%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,1,2,50.0000%,Rs.2.71,Rs.2.71,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter toys set mini,3,21.28%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Action Dress Ups & Accessories,INR,1,7,14.2900%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter toys set mini,3,21.28%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,3,3,100.0000%,Rs.6.04,Rs.2.0133,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wali kinder joy,1,45.45%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,10,10.0000%,Rs.1.31,Rs.1.31,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wand and specs,1,83.33%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,1,6,16.6700%,Rs.3.09,Rs.3.09,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wand and specs,1,83.33%,harry potter wand,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,4,25.0000%,Rs.1.74,Rs.1.74,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wand light spell,1,100.00%,harry potter wand,PHRASE,No Portfolio,manual wands (light+normal),Light wands,INR,1,2,50.0000%,Rs.1.87,Rs.1.87,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wand light spell,1,100.00%,harry potter light wands,BROAD,No Portfolio,manual_KT_lightwands_vt_test-19-09,lightwands_vt,INR,1,8,12.5000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wand under 500,4,0.58%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Action Dress Ups & Accessories,INR,1,10,10.0000%,Rs.1.3,Rs.1.3,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wands led,1,90.91%,harry potter wand,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,5,20.0000%,Rs.1.11,Rs.1.11,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wands led,1,90.91%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,1,5,20.0000%,Rs.1.1,Rs.1.1,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wands that make out fire,1,90.91%,harry potter wand,PHRASE,No Portfolio,manual wands (light+normal),Light wands,INR,1,7,14.2900%,Rs.1.9,Rs.1.9,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wands that make out fire,1,90.91%,harry potter wand,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,3,33.3300%,Rs.2.02,Rs.2.02,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wands which shoots fire,1,90.91%,harry potter wand,PHRASE,No Portfolio,manual wands (light+normal),Light wands,INR,2,8,25.0000%,Rs.2.3,Rs.1.15,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wands which shoots fire,1,90.91%,"asin=""B09HXJJ8TY""",-,No Portfolio,Manual product targeting,wand PT,INR,1,1,100.0000%,Rs.2.55,Rs.2.55,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wands which shoots fire,1,90.91%,harry potter wand,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,1,100.0000%,Rs.2.33,Rs.2.33,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",harry potter wands with light,5,1.77%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,1,10,10.0000%,Rs.1.79,Rs.1.79,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",keychain harry potter,15,1.65%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,10,10.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",kitty toys for girls,10,0.41%,toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,3,10,30.0000%,Rs.3.07,Rs.1.0232999999999999,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",lyrovo compression packing cubes,1,71.43%,compression cube,BROAD,liquidations-Jan-25,27-01-CompressionCubes_Combo_BE14TACOS10,CompressionCubes_Combo_TACOS10,INR,1,10,10.0000%,Rs.13.42,Rs.13.42,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",magical paper harry potter magical wand,1,50.00%,harry potter,PHRASE,No Portfolio,manual wands (light+normal),wands,INR,1,10,10.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",magician stick,2,25.64%,*,-,No Portfolio,SPA | SUPER HERO ASIN | ALL | VISIBILITY | DSTM e86995,Fusked - Action Dress Ups & Accessories,INR,3,10,30.0000%,Rs.3.01,Rs.1.0033,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",penguin stuff toy,9,0.08%,toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,1,10,10.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",pillow for kids girls,7,3.61%,*,-,No Portfolio,New category wise campaign,Soft toys,INR,1,10,10.0000%,Rs.2.01,Rs.2.01,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",plush toys for girls miniso sanrio,1,100.00%,plush toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,1,10,10.0000%,Rs.1.3,Rs.1.3,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",pooh bear soft toy,5,3.62%,toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,1,10,10.0000%,Rs.1.03,Rs.1.03,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",powerpuff girls toys,3,15.38%,toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,1,10,10.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",real magic wand,1,30.30%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,2,2,100.0000%,Rs.4.42,Rs.2.21,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",real magic wand,1,30.30%,*,-,No Portfolio,SPA | B0CLLTYSMY | ALL | VISIBILITY | DSTM 0506f3,Fusked - Action Dress Ups & Accessories,INR,3,8,37.5000%,Rs.3.56,Rs.1.1867,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",soft toy duck white,4,8.70%,toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,1,10,10.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",stitch plush,5,0.18%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,1,10,10.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",stitch plush toy,17,0.05%,*,-,No Portfolio,SPA | TOYS | GIF | ALL | VIISBILITY | DSTM fb8b39,Fusked - Special Feature Plush,INR,1,10,10.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",sweater storage organiser,5,1.78%,storage organiser,PHRASE,liquidations-Jan-25,15-05-storagebox26L-single-35t_acos(10%ToS),15-05-singlepack26l,INR,3,10,30.0000%,Rs.52.05,Rs.17.35,1,Rs.677.12,7.6900%,13.01,33.3300%
"Feb 1, 2025","Mar 15, 2025",teddy shoes for women,2,20.00%,"keyword-group=""category""",-,liquidations-Jan-25,31-1-unicorn-shoesBE60,unicorn shoes,INR,2,10,20.0000%,Rs.11.77,Rs.5.885,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",the wand company,1,100.00%,*,-,No Portfolio,SPA | B0CLLT71RW | ALL | VISIBILITY | DSTM 653b7a,Fusked - Action Dress Ups & Accessories,INR,2,10,20.0000%,Rs.3.42,Rs.1.71,0,Rs.0.0,,0.00,0.0000%
"Feb 1, 2025","Mar 15, 2025",toothless dragon soft toy,11,0.41%,toy,PHRASE,No Portfolio,SPM | TOYS | GIF | KW-ALL | CONVERSION | DSTM 55845b,Fusked - Special Feature Plush,INR,1,10,10.0000%,Rs.1.0,Rs.1.0,0,Rs.0.0,,0.00,0.0000%
